[54]2026-01-08 16:36:14,926: 
>>>>> Main Config
[Dataset]
data_dir: data/recsys_data
dataset: amazon_cds
min_user_per_item: 1
min_item_per_user: 10
leave_k: 5
popularity_order: True

[Evaluator]
ks: [1, 5, 10, 20]

[EarlyStop]
early_stop: 10
early_stop_measure: mean

[Experiment]
num_epochs: 72
verbose: 0
print_step: 1
test_step: 1
test_from: 0
model_name: MF_CFAdaBoost
gpu: 0

>>>>> model Config
[Model]
dropout: 0
emb_dim: 100
neg_sample_rate: 2
neg_sample_rate_eval: 2
reg: 1e-05
batch_size: 1024
test_batch_size: 1024
lr: 0.001
beta1: 1
beta2: 2
tau: 0.001
neg_sample_num: 5
display_step: 1
iters: 40


[54]2026-01-08 16:36:14,926: 
Dataset: amazon_cds
# of users: 581
# of items: 636

[54]2026-01-08 16:36:14,980: train start ... !
[54]2026-01-08 16:36:16,254: epoch=  1, loss=21005.432, train time=0.09, epoch time=0.22 (0.09 + 0.13), NDCG@1=0.0086, NDCG@5=0.0117, NDCG@10=0.0134, NDCG@20=0.0183
[54]2026-01-08 16:36:16,514: epoch=  2, loss=20946.205, train time=0.15, epoch time=0.26 (0.15 + 0.10), NDCG@1=0.0103, NDCG@5=0.0112, NDCG@10=0.0142, NDCG@20=0.0187
[54]2026-01-08 16:36:16,785: epoch=  3, loss=20895.145, train time=0.14, epoch time=0.27 (0.14 + 0.12), NDCG@1=0.0103, NDCG@5=0.0122, NDCG@10=0.0152, NDCG@20=0.0197
[54]2026-01-08 16:36:17,041: epoch=  4, loss=20859.838, train time=0.14, epoch time=0.25 (0.14 + 0.11), NDCG@1=0.0138, NDCG@5=0.0140, NDCG@10=0.0168, NDCG@20=0.0226
[54]2026-01-08 16:36:17,260: epoch=  5, loss=20797.680, train time=0.12, epoch time=0.21 (0.12 + 0.10), NDCG@1=0.0207, NDCG@5=0.0176, NDCG@10=0.0197, NDCG@20=0.0281
[54]2026-01-08 16:36:17,491: epoch=  6, loss=20701.457, train time=0.13, epoch time=0.23 (0.13 + 0.09), NDCG@1=0.0275, NDCG@5=0.0228, NDCG@10=0.0279, NDCG@20=0.0389
[54]2026-01-08 16:36:17,733: epoch=  7, loss=20580.637, train time=0.14, epoch time=0.24 (0.14 + 0.09), NDCG@1=0.0516, NDCG@5=0.0411, NDCG@10=0.0459, NDCG@20=0.0577
[54]2026-01-08 16:36:17,981: epoch=  8, loss=20402.082, train time=0.14, epoch time=0.24 (0.14 + 0.10), NDCG@1=0.0723, NDCG@5=0.0615, NDCG@10=0.0664, NDCG@20=0.0823
[54]2026-01-08 16:36:18,232: epoch=  9, loss=20175.262, train time=0.14, epoch time=0.25 (0.14 + 0.10), NDCG@1=0.1033, NDCG@5=0.0794, NDCG@10=0.0909, NDCG@20=0.1094
[54]2026-01-08 16:36:18,455: epoch= 10, loss=19819.854, train time=0.13, epoch time=0.22 (0.13 + 0.09), NDCG@1=0.1033, NDCG@5=0.0957, NDCG@10=0.1061, NDCG@20=0.1292
[54]2026-01-08 16:36:18,700: epoch= 11, loss=19365.547, train time=0.14, epoch time=0.24 (0.14 + 0.10), NDCG@1=0.1170, NDCG@5=0.1116, NDCG@10=0.1170, NDCG@20=0.1436
[54]2026-01-08 16:36:18,954: epoch= 12, loss=18791.613, train time=0.15, epoch time=0.25 (0.15 + 0.10), NDCG@1=0.1222, NDCG@5=0.1167, NDCG@10=0.1252, NDCG@20=0.1507
[54]2026-01-08 16:36:19,204: epoch= 13, loss=18045.002, train time=0.13, epoch time=0.24 (0.13 + 0.11), NDCG@1=0.1291, NDCG@5=0.1219, NDCG@10=0.1290, NDCG@20=0.1554
[54]2026-01-08 16:36:19,441: epoch= 14, loss=17184.699, train time=0.12, epoch time=0.23 (0.12 + 0.11), NDCG@1=0.1411, NDCG@5=0.1268, NDCG@10=0.1323, NDCG@20=0.1602
[54]2026-01-08 16:36:19,674: epoch= 15, loss=16431.928, train time=0.11, epoch time=0.23 (0.11 + 0.12), NDCG@1=0.1446, NDCG@5=0.1294, NDCG@10=0.1354, NDCG@20=0.1619
[54]2026-01-08 16:36:19,930: epoch= 16, loss=15662.401, train time=0.14, epoch time=0.25 (0.14 + 0.11), NDCG@1=0.1480, NDCG@5=0.1302, NDCG@10=0.1386, NDCG@20=0.1642
[54]2026-01-08 16:36:20,170: epoch= 17, loss=15003.365, train time=0.14, epoch time=0.24 (0.14 + 0.10), NDCG@1=0.1480, NDCG@5=0.1327, NDCG@10=0.1407, NDCG@20=0.1674
[54]2026-01-08 16:36:20,381: epoch= 18, loss=14332.944, train time=0.13, epoch time=0.21 (0.13 + 0.08), NDCG@1=0.1515, NDCG@5=0.1381, NDCG@10=0.1436, NDCG@20=0.1711
[54]2026-01-08 16:36:20,608: epoch= 19, loss=13688.102, train time=0.13, epoch time=0.22 (0.13 + 0.09), NDCG@1=0.1532, NDCG@5=0.1410, NDCG@10=0.1466, NDCG@20=0.1753
[54]2026-01-08 16:36:20,839: epoch= 20, loss=13328.757, train time=0.13, epoch time=0.23 (0.13 + 0.10), NDCG@1=0.1463, NDCG@5=0.1404, NDCG@10=0.1478, NDCG@20=0.1775
